"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU"
"319",319,319,"Blakey, S.",2,"Univ Sheffield, Dept Mech Engn, Sheffield S10 2TN, S Yorkshire, England.","univ sheffield","dept mech engn","s10 2tn","sheffield ","s yorkshire","england",NA,"AAE-2393-2020","0000-0001-6478-7170","WOS:000273338900002",58,"J","2010","ROYAL SOC CHEMISTRY"
"320",320,2458,"Rye, L.",1,"Univ Sheffield, Dept Mech Engn, Sheffield S10 2TN, S Yorkshire, England.","univ sheffield","dept mech engn","s10 2tn","sheffield ","s yorkshire","england",NA,NA,NA,"WOS:000273338900002",58,"J","2010","ROYAL SOC CHEMISTRY"
"321",321,4504,"Wilson, C. W.",3,"Univ Sheffield, Dept Mech Engn, Sheffield S10 2TN, S Yorkshire, England.","univ sheffield","dept mech engn","s10 2tn","sheffield ","s yorkshire","england",NA,NA,NA,"WOS:000273338900002",58,"J","2010","ROYAL SOC CHEMISTRY"
"322",322,1911,"Balakrishnan, Madhesan",2,"Univ Calif Berkeley, Dept Chem & Biomol Engn, Berkeley, CA 94720 USA.","univ calif berkeley","dept chem & biomol engn","94720","berkeley","ca","usa",NA,NA,NA,"WOS:000355220300011",59,"J","2015","WILEY-V C H VERLAG GMBH"
"323",323,323,"Bell, Alexis T.",6,"Univ Calif Berkeley, Dept Chem & Biomol Engn, Berkeley, CA 94720 USA.","univ calif berkeley","dept chem & biomol engn","94720","berkeley","ca","usa",NA,NA,"0000-0002-5738-4645","WOS:000355220300011",59,"J","2015","WILEY-V C H VERLAG GMBH"
"324",324,324,"Deaner, Matthew H.",3,"Univ Calif Berkeley, Dept Chem & Biomol Engn, Berkeley, CA 94720 USA.","univ calif berkeley","dept chem & biomol engn","94720","berkeley","ca","usa",NA,NA,NA,"WOS:000355220300011",59,"J","2015","WILEY-V C H VERLAG GMBH"
"325",325,1914,"Goulas, Konstantinos A.",4,"Univ Calif Berkeley, Dept Chem & Biomol Engn, Berkeley, CA 94720 USA.","univ calif berkeley","dept chem & biomol engn","94720","berkeley","ca","usa",NA,NA,"0000-0001-8306-2888","WOS:000355220300011",59,"J","2015","WILEY-V C H VERLAG GMBH"
"326",326,326,"Sacia, Eric R.",1,"Univ Calif Berkeley, Dept Chem & Biomol Engn, Berkeley, CA 94720 USA.","univ calif berkeley","dept chem & biomol engn","94720","berkeley","ca","usa",NA,NA,NA,"WOS:000355220300011",59,"J","2015","WILEY-V C H VERLAG GMBH"
"327",327,327,"Toste, F. Dean",5,"Univ Calif Berkeley, Dept Chem, Berkeley, CA 94720 USA.","univ calif berkeley","dept chem","94720","berkeley","ca","usa",NA,"Y-2556-2019","0000-0001-8018-2198","WOS:000355220300011",59,"J","2015","WILEY-V C H VERLAG GMBH"
"328",328,328,"Amell, A. A.",3,"Univ Antioquia, Fac Engn, Sci & Technol Gases & Rat Use Energy Grp, Medellin, Colombia.","univ antioquia","fac engn",NA,"sci & technol gases & rat use energy grp","medellin","colombia",NA,NA,NA,"WOS:000274609900053",60,"J","2010","ELSEVIER SCI LTD"
"329",329,329,"Colorado, A. F.",1,"Univ Antioquia, Fac Engn, Sci & Technol Gases & Rat Use Energy Grp, Medellin, Colombia.","univ antioquia","fac engn",NA,"sci & technol gases & rat use energy grp","medellin","colombia",NA,NA,"0000-0003-0268-8841","WOS:000274609900053",60,"J","2010","ELSEVIER SCI LTD"
"330",330,330,"Herrera, B. A.",2,"Univ Antioquia, Fac Engn, Sci & Technol Gases & Rat Use Energy Grp, Medellin, Colombia.","univ antioquia","fac engn",NA,"sci & technol gases & rat use energy grp","medellin","colombia",NA,"V-2564-2018","0000-0001-6612-8937","WOS:000274609900053",60,"J","2010","ELSEVIER SCI LTD"
"331",331,331,"Atsonios, Konstantinos",1,"Ctr Res & Technol Hellas, Chem Proc & Energy Resources Inst, GR-57001 Thessaloniki, Greece.","ctr res & technol hellas","chem proc & energy resources inst","57001"," thessaloniki",NA,"greece",NA,"AAU-2678-2020","0000-0002-5549-2650","WOS:000347582700030",61,"J","2015","ELSEVIER SCI LTD"
"332",332,332,"Kakaras, Emmanuel",4,"Ctr Res & Technol Hellas, Chem Proc & Energy Resources Inst, GR-57001 Thessaloniki, Greece.","ctr res & technol hellas","chem proc & energy resources inst","57001"," thessaloniki",NA,"greece",NA,"AAM-2437-2020",NA,"WOS:000347582700030",61,"J","2015","ELSEVIER SCI LTD"
"333",333,333,"Kougioumtzis, Michael-Alexander",2,"Natl Tech Univ Athens, Lab Steam Boilers & Thermal Plants, Athens 15780, Greece.","natl tech univ athens","lab steam boilers & thermal plants"," 15780","athens",NA,"greece",NA,NA,NA,"WOS:000347582700030",61,"J","2015","ELSEVIER SCI LTD"
"334",334,334,"Panopoulos, Kyriakos D.",3,"Natl Tech Univ Athens, Lab Steam Boilers & Thermal Plants, Athens 15780, Greece.","natl tech univ athens","lab steam boilers & thermal plants"," 15780","athens",NA,"greece",NA,NA,"0000-0001-7777-2613","WOS:000347582700030",61,"J","2015","ELSEVIER SCI LTD"
"335",335,335,"Anandraj, Akash",2,"Mangosuthu Univ Technol, Umlazi, South Africa.","mangosuthu univ technol",NA,NA,"umlazi",NA,"south africa",NA,"X-9305-2019","0000-0002-2125-9957","WOS:000412787600098",62,"J","2017","PERGAMON-ELSEVIER SCIENCE LTD"
"336",336,335,"Anandraj, Akash",2,"Mangosuthu Univ Technol, Umlazi, South Africa.","mangosuthu univ technol",NA,NA,"umlazi",NA,"south africa",NA,"L-5485-2013","0000-0002-2125-9957","WOS:000412787600098",62,"J","2017","PERGAMON-ELSEVIER SCIENCE LTD"
"337",337,2606,"Bwapwa, Joseph K.",1,"Univ Kwazulu Natal, Durban, South Africa.","univ kwazulu natal",NA,NA,"durban",NA,"south africa",NA,NA,NA,"WOS:000412787600098",62,"J","2017","PERGAMON-ELSEVIER SCIENCE LTD"
"338",338,2607,"Trois, Cristina",3,"Univ Kwazulu Natal, Durban, South Africa.","univ kwazulu natal",NA,NA,"durban",NA,"south africa",NA,NA,NA,"WOS:000412787600098",62,"J","2017","PERGAMON-ELSEVIER SCIENCE LTD"
"339",339,339,"Ali, Mariam K.",2,"David & Lucile Packard Fdn, Los Altos, CA 94022 USA.","david & lucile packard fdn",NA,"94022","los altos","ca","usa",NA,NA,NA,"WOS:000500557800001",63,"J","2020","WILEY"
"340",340,340,"Field, Christopher B.",3,"Stanford Univ, Stanford Woods Inst Environm, Stanford, CA 94305 USA.","stanford univ","stanford woods inst environm","94305","stanford","ca","usa",NA,NA,NA,"WOS:000500557800001",63,"J","2020","WILEY"
"341",341,341,"Reid, Walter V.",1,"David & Lucile Packard Fdn, Los Altos, CA 94022 USA.","david & lucile packard fdn",NA,"94022","los altos","ca","usa",NA,NA,"0000-0003-2995-8450","WOS:000500557800001",63,"J","2020","WILEY"
"342",342,342,"Arias, Albert",6,"Barcelona City Council, Carrer Llacuna 162, Barcelona 08018, Catalonia, Spain.","barcelona city council","carrer llacuna 162"," 08018","barcelona","catalonia","spain",NA,NA,"0000-0002-0262-7451","WOS:000448096100052",64,"J","2019","ELSEVIER SCI LTD"
"343",343,343,"Martinez-Blanco, Julia",2,"Univ Autonoma Barcelona, Inst Ciencia & Tecnol Ambientals, Campus UAB, E-08193 Barcelona, Catalonia, Spain.","univ autonoma barcelona","inst ciencia & tecnol ambientals","08193"," barcelona","catalonia","spain",NA,NA,NA,"WOS:000448096100052",64,"J","2019","ELSEVIER SCI LTD"
"344",344,344,"Montlleo, Marc",3,"Barcelona Reg Urban Dev Agcy, Carrer 60,25-27,Edifici Z 2a Planta, Barcelona 08040, Catalonia, Spain.","barcelona reg urban dev agcy","carrer 60"," 08040","barcelona","catalonia","spain",NA,NA,NA,"WOS:000448096100052",64,"J","2019","ELSEVIER SCI LTD"
"345",345,345,"Oliver-Sola, Jordi",7,"Univ Autonoma Barcelona, Inst Ciencia & Tecnol Ambientals, Campus UAB, E-08193 Barcelona, Catalonia, Spain.","univ autonoma barcelona","inst ciencia & tecnol ambientals","08193"," barcelona","catalonia","spain",NA,NA,"0000-0001-8034-8610","WOS:000448096100052",64,"J","2019","ELSEVIER SCI LTD"
"346",346,346,"Rico, Anna",1,"Univ Autonoma Barcelona, Inst Ciencia & Tecnol Ambientals, Campus UAB, E-08193 Barcelona, Catalonia, Spain.","univ autonoma barcelona","inst ciencia & tecnol ambientals","08193"," barcelona","catalonia","spain",NA,NA,NA,"WOS:000448096100052",64,"J","2019","ELSEVIER SCI LTD"
"347",347,347,"Rodriguez, Gustavo",4,"Barcelona Reg Urban Dev Agcy, Carrer 60,25-27,Edifici Z 2a Planta, Barcelona 08040, Catalonia, Spain.","barcelona reg urban dev agcy","carrer 60"," 08040","barcelona","catalonia","spain",NA,NA,NA,"WOS:000448096100052",64,"J","2019","ELSEVIER SCI LTD"
"348",348,348,"Tavares, Nuno",5,"Barcelona Reg Urban Dev Agcy, Carrer 60,25-27,Edifici Z 2a Planta, Barcelona 08040, Catalonia, Spain.","barcelona reg urban dev agcy","carrer 60"," 08040","barcelona","catalonia","spain",NA,NA,NA,"WOS:000448096100052",64,"J","2019","ELSEVIER SCI LTD"
"349",349,349,"Batteiger, Valentin",2,"Bauhaus Luftfahrt eV, Willy Messerschmitt Str 1, D-82024 Taufkirchen, Germany.","bauhaus luftfahrt ev","willy messerschmitt str 1","82024"," taufkirchen",NA,"germany",NA,NA,"0000-0001-6246-8256","WOS:000423673300010",65,"J","2018","WILEY-V C H VERLAG GMBH"
"350",350,350,"Raksha, Tetyana",5,"Ludwig Bolkow Syst Tech GmbH LBST, Daimlerstr 15, D-85521 Ottobrunn, Germany.","ludwig bolkow syst tech gmbh lbst","daimlerstr 15","85521"," ottobrunn",NA,"germany",NA,NA,NA,"WOS:000423673300010",65,"J","2018","WILEY-V C H VERLAG GMBH"
"351",351,351,"Roth, Arne",3,"Bauhaus Luftfahrt eV, Willy Messerschmitt Str 1, D-82024 Taufkirchen, Germany.","bauhaus luftfahrt ev","willy messerschmitt str 1","82024"," taufkirchen",NA,"germany",NA,NA,NA,"WOS:000423673300010",65,"J","2018","WILEY-V C H VERLAG GMBH"
"352",352,352,"Schmidt, Patrick",1,"Ludwig Bolkow Syst Tech GmbH LBST, Daimlerstr 15, D-85521 Ottobrunn, Germany.","ludwig bolkow syst tech gmbh lbst","daimlerstr 15","85521"," ottobrunn",NA,"germany",NA,NA,NA,"WOS:000423673300010",65,"J","2018","WILEY-V C H VERLAG GMBH"
"353",353,2497,"Weindorf, Werner",4,"Ludwig Bolkow Syst Tech GmbH LBST, Daimlerstr 15, D-85521 Ottobrunn, Germany.","ludwig bolkow syst tech gmbh lbst","daimlerstr 15","85521"," ottobrunn",NA,"germany",NA,NA,NA,"WOS:000423673300010",65,"J","2018","WILEY-V C H VERLAG GMBH"
"354",354,354,"Allen, Mark",3,"IOR Energy Pty Ltd, Bulimba, Qld, Australia.","ior energy pty ltd",NA,NA,"bulimba","qld","australia",NA,NA,NA,"WOS:000326159600017",66,"J","2013","WILEY"
"355",355,355,"Dietzgen, Ralf G.",5,"Univ Queensland, Ctr Plant Sci, Queensland Alliance Agr & Food Innovat Inst, St Lucia, Qld, Australia.","univ queensland","ctr plant sci",NA,"st lucia","qld","australia",NA,"A-5565-2010","0000-0002-7772-2250","WOS:000326159600017",66,"J","2013","WILEY"
"356",356,356,"Gray, Peter",4,"Univ Queensland, Australian Inst Bioengn & Nanotechnol, St Lucia, Qld, Australia.","univ queensland","australian inst bioengn & nanotechnol",NA,"st lucia","qld","australia",NA,"AAC-3737-2019",NA,"WOS:000326159600017",66,"J","2013","WILEY"
"357",357,357,"Gresshoff, Peter M.",6,"Univ Queensland, St Lucia, Qld, Australia.","univ queensland",NA,NA,"st lucia","qld","australia",NA,NA,NA,"WOS:000326159600017",66,"J","2013","WILEY"
"358",358,358,"Hankamer, Ben",7,"Univ Queensland, Inst Mol Biosci, St Lucia, Qld, Australia.","univ queensland","inst mol biosci",NA,"st lucia","qld","australia",NA,"C-9688-2015","0000-0001-9284-4929","WOS:000326159600017",66,"J","2013","WILEY"
"359",359,359,"Heimann, Kirsten",8,"James Cook Univ, Townsville, Qld 4811, Australia.","james cook univ",NA,NA,"townsville","qld ","australia",NA,"N-1512-2013","0000-0003-2691-9659","WOS:000326159600017",66,"J","2013","WILEY"
"360",360,359,"Heimann, Kirsten",8,"James Cook Univ, Townsville, Qld 4811, Australia.","james cook univ",NA,NA,"townsville","qld ","australia",NA,"N-1512-2013","0000-0003-2691-9659","WOS:000326159600017",66,"J","2013","WILEY"
"361",361,359,"Heimann, Kirsten",8,"James Cook Univ, Townsville, Qld 4811, Australia.","james cook univ",NA,NA,"townsville","qld ","australia",NA,"M-4814-2019","0000-0003-2691-9659","WOS:000326159600017",66,"J","2013","WILEY"
"362",362,359,"Heimann, Kirsten",8,"James Cook Univ, Townsville, Qld 4811, Australia.","james cook univ",NA,NA,"townsville","qld ","australia",NA,"M-4814-2019","0000-0003-2691-9659","WOS:000326159600017",66,"J","2013","WILEY"
"363",363,1047,"Klein-Marcuschamer, Daniel",1,"Univ Queensland, Australian Inst Bioengn & Nanotechnol, St Lucia, Qld, Australia.","univ queensland","australian inst bioengn & nanotechnol",NA,"st lucia","qld","australia",NA,NA,NA,"WOS:000326159600017",66,"J","2013","WILEY"
"364",364,364,"Nielsen, Lars K.",12,"Univ Queensland, Australian Inst Bioengn & Nanotechnol, St Lucia, Qld, Australia.","univ queensland","australian inst bioengn & nanotechnol",NA,"st lucia","qld","australia",NA,"A-5519-2011","0000-0001-8191-3511","WOS:000326159600017",66,"J","2013","WILEY"
"365",365,365,"Scott, Paul T.",9,"Univ Queensland, St Lucia, Qld, Australia.","univ queensland",NA,NA,"st lucia","qld","australia",NA,NA,NA,"WOS:000326159600017",66,"J","2013","WILEY"
"366",366,366,"Speight, Robert",11,"Univ Queensland, Australian Inst Bioengn & Nanotechnol, St Lucia, Qld, Australia.","univ queensland","australian inst bioengn & nanotechnol",NA,"st lucia","qld","australia",NA,"AAY-4466-2020","0000-0003-4161-8272","WOS:000326159600017",66,"J","2013","WILEY"
"367",367,367,"Stephens, Evan",10,"Univ Queensland, Solar Biofuels Res Ctr, St Lucia, Qld, Australia.","univ queensland","solar biofuels res ctr",NA,"st lucia","qld","australia",NA,"K-1690-2014","0000-0001-8390-7246","WOS:000326159600017",66,"J","2013","WILEY"
"368",368,1049,"Turner, Christopher",2,"Univ Queensland, Australian Inst Bioengn & Nanotechnol, St Lucia, Qld, Australia.","univ queensland","australian inst bioengn & nanotechnol",NA,"st lucia","qld","australia",NA,NA,NA,"WOS:000326159600017",66,"J","2013","WILEY"
"369",369,369,"Al-Megren, Hamid A.",9,"King Abdulaziz City Sci & Technol, Div Mat, Riyadh 11442, Saudi Arabia.","king abdulaziz city sci & technol","div mat"," 11442","riyadh",NA,"saudi arabia",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"370",370,370,"Alshihri, Saeed M.",10,"King Abdulaziz City Sci & Technol, Div Mat, Riyadh 11442, Saudi Arabia.","king abdulaziz city sci & technol","div mat"," 11442","riyadh",NA,"saudi arabia",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"371",371,371,"Dilworth, Jonathan R.",8,"Univ Oxford, Inorgan Chem Lab, KACST Oxford Ctr Excellence Petrochem, South Parks Rd, Oxford OX1 3QR, England.","univ oxford","inorgan chem lab","ox1 3qr","oxford ",NA,"england",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"372",372,372,"Dobson, Peter J.",11,"Univ Oxford, Queens Coll, Oxford OX1 4AW, England.","univ oxford","queens coll","ox1 4aw","oxford ",NA,"england",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"373",373,3231,"Edwards, Peter P.",14,"Univ Oxford, Inorgan Chem Lab, KACST Oxford Ctr Excellence Petrochem, South Parks Rd, Oxford OX1 3QR, England.","univ oxford","inorgan chem lab","ox1 3qr","oxford ",NA,"england",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"374",374,374,"Gonzalez-Cortes, Sergio",5,"Univ Oxford, Inorgan Chem Lab, KACST Oxford Ctr Excellence Petrochem, South Parks Rd, Oxford OX1 3QR, England.","univ oxford","inorgan chem lab","ox1 3qr","oxford ",NA,"england",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"375",375,375,"Guan, Shaoliang",6,"Cardiff Univ, Cardiff Catalysis Inst, Sch Chem, Cardiff, Wales.","cardiff univ","cardiff catalysis inst",NA,"sch chem","cardiff","wales",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"376",376,376,"Jie, Xiangyu",4,"Univ Oxford, Inorgan Chem Lab, KACST Oxford Ctr Excellence Petrochem, South Parks Rd, Oxford OX1 3QR, England.","univ oxford","inorgan chem lab","ox1 3qr","oxford ",NA,"england",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"377",377,377,"Kirkland, Angus I.",7,"Univ Oxford, Dept Mat, Parks Roads, Oxford OX1 3PH, England.","univ oxford","dept mat","ox1 3ph","oxford ",NA,"england",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"378",378,378,"Makgae, Ofentse A.",3,"Univ Oxford, Dept Mat, Parks Roads, Oxford OX1 3PH, England.","univ oxford","dept mat","ox1 3ph","oxford ",NA,"england",NA,NA,"0000-0002-1664-9416","WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"379",379,379,"Owen, Gari P.",12,"Annwvyn Solut, 76 Rochester Ave, Bromley BR1 3DW, Kent, England.","annwvyn solut","76 rochester ave","br1 3dw","bromley ","kent","england",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"380",380,380,"Thomas, John M.",13,"Univ Cambridge, Dept Mat Sci & Met, 27 Charles Babbage Rd, Cambridge CB3 0FS, England.","univ cambridge","dept mat sci & met","cb3 0fs","cambridge ",NA,"england",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"381",381,381,"Xiao, Tiancun",2,"Univ Oxford, Inorgan Chem Lab, KACST Oxford Ctr Excellence Petrochem, South Parks Rd, Oxford OX1 3QR, England.","univ oxford","inorgan chem lab","ox1 3qr","oxford ",NA,"england",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"382",382,382,"Yao, Benzhen",1,"Univ Oxford, Inorgan Chem Lab, KACST Oxford Ctr Excellence Petrochem, South Parks Rd, Oxford OX1 3QR, England.","univ oxford","inorgan chem lab","ox1 3qr","oxford ",NA,"england",NA,NA,NA,"WOS:000603077500001",67,"J","2020","NATURE RESEARCH"
"383",383,383,"Posada, John A.",2,"Delft Univ Technol, Dept Biotechnol, van der Maasweg 9, NL-2629 HZ Delft, Netherlands.","delft univ technol","dept biotechnol","2629"," hz delft",NA,"netherlands",NA,"L-2539-2017","0000-0002-3720-0052","WOS:000407655300124",68,"J","2017","PERGAMON-ELSEVIER SCIENCE LTD"
"384",384,384,"Ramirez, Andrea",3,"Univ Utrecht, Copernicus Inst, Grp Energy & Resources, Heidelberglaan 2, NL-3584 CS Utrecht, Netherlands.","univ utrecht","copernicus inst","3584"," cs utrecht",NA,"netherlands",NA,"A-8798-2010","0000-0003-4715-9548","WOS:000407655300124",68,"J","2017","PERGAMON-ELSEVIER SCIENCE LTD"
"385",385,385,"Tzanetis, Konstantinos F.",1,"Univ Utrecht, Copernicus Inst, Grp Energy & Resources, Heidelberglaan 2, NL-3584 CS Utrecht, Netherlands.","univ utrecht","copernicus inst","3584"," cs utrecht",NA,"netherlands",NA,NA,NA,"WOS:000407655300124",68,"J","2017","PERGAMON-ELSEVIER SCIENCE LTD"
"386",386,1911,"Balakrishnan, Madhesan",1,"Energy Biosci Inst, Berkeley, CA 94720 USA.","energy biosci inst",NA,"94720","berkeley","ca","usa",NA,NA,NA,"WOS:000356731300050",69,"J","2015","NATL ACAD SCIENCES"
"387",387,323,"Bell, Alexis T.",8,"Energy Biosci Inst, Berkeley, CA 94720 USA.","energy biosci inst",NA,"94720","berkeley","ca","usa",NA,NA,"0000-0002-5738-4645","WOS:000356731300050",69,"J","2015","NATL ACAD SCIENCES"
"388",388,388,"Gokhale, Amit A.",5,"Energy Biosci Inst, Berkeley, CA 94720 USA.","energy biosci inst",NA,"94720","berkeley","ca","usa",NA,NA,NA,"WOS:000356731300050",69,"J","2015","NATL ACAD SCIENCES"
"389",389,389,"Gunbas, Gorkem",4,"Energy Biosci Inst, Berkeley, CA 94720 USA.","energy biosci inst",NA,"94720","berkeley","ca","usa",NA,"AAS-1889-2021","0000-0003-2279-3032","WOS:000356731300050",69,"J","2015","NATL ACAD SCIENCES"
"390",390,326,"Sacia, Eric R.",2,"Energy Biosci Inst, Berkeley, CA 94720 USA.","energy biosci inst",NA,"94720","berkeley","ca","usa",NA,NA,NA,"WOS:000356731300050",69,"J","2015","NATL ACAD SCIENCES"
"391",391,391,"Scown, Corinne D.",6,"Energy Biosci Inst, Berkeley, CA 94720 USA.","energy biosci inst",NA,"94720","berkeley","ca","usa",NA,"D-1253-2013","0000-0003-2078-1126","WOS:000356731300050",69,"J","2015","NATL ACAD SCIENCES"
"392",392,391,"Scown, Corinne D.",6,"Energy Biosci Inst, Berkeley, CA 94720 USA.","energy biosci inst",NA,"94720","berkeley","ca","usa",NA,"W-9307-2019","0000-0003-2078-1126","WOS:000356731300050",69,"J","2015","NATL ACAD SCIENCES"
"393",393,1920,"Sreekumar, Sanil",3,"Energy Biosci Inst, Berkeley, CA 94720 USA.","energy biosci inst",NA,"94720","berkeley","ca","usa",NA,NA,NA,"WOS:000356731300050",69,"J","2015","NATL ACAD SCIENCES"
"394",394,327,"Toste, F. Dean",7,"Energy Biosci Inst, Berkeley, CA 94720 USA.","energy biosci inst",NA,"94720","berkeley","ca","usa",NA,"Y-2556-2019","0000-0001-8018-2198","WOS:000356731300050",69,"J","2015","NATL ACAD SCIENCES"
"395",395,150,"Chuck, Christopher J.",4,"Univ Bath, Dept Chem Engn, Ctr Sustainable Chem Technol, Bath BA2 7AY, Avon, England.","univ bath","dept chem engn","ba2 7ay","bath ","avon","england",NA,NA,NA,"WOS:000311932200074",70,"J","2013","ELSEVIER SCI LTD"
"396",396,396,"Jenkins, Rhodri W.",1,"Univ Bath, Dept Chem Engn, Ctr Sustainable Chem Technol, Bath BA2 7AY, Avon, England.","univ bath","dept chem engn","ba2 7ay","bath ","avon","england",NA,NA,NA,"WOS:000311932200074",70,"J","2013","ELSEVIER SCI LTD"
"397",397,397,"Munro, Martin",2,"Univ Bath, Dept Chem Engn, Ctr Sustainable Chem Technol, Bath BA2 7AY, Avon, England.","univ bath","dept chem engn","ba2 7ay","bath ","avon","england",NA,NA,NA,"WOS:000311932200074",70,"J","2013","ELSEVIER SCI LTD"
"398",398,398,"Nash, Sarah",3,"EADS Innovat Works, Bristol BS99 7AR, Avon, England.","eads innovat works",NA,"bs99 7ar","bristol ","avon","england",NA,NA,NA,"WOS:000311932200074",70,"J","2013","ELSEVIER SCI LTD"
"399",399,399,"Chen, Ying",6,"Guangdong Univ Technol, Sch Mat & Energy, Guangdong Prov Key Lab Funct Soft Condensed Matte, Guangzhou 510006, Guangdong, Peoples R China.","guangdong univ technol","sch mat & energy"," 51000","guangzhou","guangdong","peoples r china",NA,NA,NA,"WOS:000505153100007",71,"J","2020","PERGAMON-ELSEVIER SCIENCE LTD"
"400",400,400,"Cheng, Zhengdong",5,"Guangdong Univ Technol, Sch Mat & Energy, Guangdong Prov Key Lab Funct Soft Condensed Matte, Guangzhou 510006, Guangdong, Peoples R China.","guangdong univ technol","sch mat & energy"," 51000","guangzhou","guangdong","peoples r china",NA,NA,NA,"WOS:000505153100007",71,"J","2020","PERGAMON-ELSEVIER SCIENCE LTD"
"401",401,401,"Li, Rongxuan",2,"Guangdong Univ Technol, Sch Mat & Energy, Guangdong Prov Key Lab Funct Soft Condensed Matte, Guangzhou 510006, Guangdong, Peoples R China.","guangdong univ technol","sch mat & energy"," 51000","guangzhou","guangdong","peoples r china",NA,NA,NA,"WOS:000505153100007",71,"J","2020","PERGAMON-ELSEVIER SCIENCE LTD"
"402",402,402,"Lin, Biqin",3,"Guangdong Univ Technol, Sch Mat & Energy, Guangdong Prov Key Lab Funct Soft Condensed Matte, Guangzhou 510006, Guangdong, Peoples R China.","guangdong univ technol","sch mat & energy"," 51000","guangzhou","guangdong","peoples r china",NA,NA,NA,"WOS:000505153100007",71,"J","2020","PERGAMON-ELSEVIER SCIENCE LTD"
"403",403,403,"Shu, Riyang",1,"Guangdong Univ Technol, Sch Mat & Energy, Guangdong Prov Key Lab Funct Soft Condensed Matte, Guangzhou 510006, Guangdong, Peoples R China.","guangdong univ technol","sch mat & energy"," 51000","guangzhou","guangdong","peoples r china",NA,NA,NA,"WOS:000505153100007",71,"J","2020","PERGAMON-ELSEVIER SCIENCE LTD"
"404",404,404,"Wang, Chao",4,"Guangdong Univ Technol, Sch Mat & Energy, Guangdong Prov Key Lab Funct Soft Condensed Matte, Guangzhou 510006, Guangdong, Peoples R China.","guangdong univ technol","sch mat & energy"," 51000","guangzhou","guangdong","peoples r china",NA,NA,NA,"WOS:000505153100007",71,"J","2020","PERGAMON-ELSEVIER SCIENCE LTD"
"405",405,405,"Buchanan, J. Scott",3,"ExxonMobil Res & Engn Co, Annandale, NJ USA.","exxonmobil res & engn co",NA,NA,"annandale","nj","usa",NA,NA,NA,"WOS:000463777600006",72,"J","2019","NATURE PUBLISHING GROUP"
"406",406,3,"Dumesic, James A.",4,"Univ Wisconsin, Madison, WI 53706 USA.","univ wisconsin",NA,"53706","madison","wi","usa",NA,NA,NA,"WOS:000463777600006",72,"J","2019","NATURE PUBLISHING GROUP"
"407",407,407,"Eagan, Nathaniel M.",1,"Univ Wisconsin, Madison, WI 53706 USA.","univ wisconsin",NA,"53706","madison","wi","usa",NA,NA,"0000-0002-0219-8941","WOS:000463777600006",72,"J","2019","NATURE PUBLISHING GROUP"
"408",408,408,"Huber, George W.",5,"Univ Wisconsin, Madison, WI 53706 USA.","univ wisconsin",NA,"53706","madison","wi","usa",NA,"Y-2473-2019","0000-0002-7838-6893","WOS:000463777600006",72,"J","2019","NATURE PUBLISHING GROUP"
"409",409,408,"Huber, George W.",5,"Univ Wisconsin, Madison, WI 53706 USA.","univ wisconsin",NA,"53706","madison","wi","usa",NA,"Y-2473-2019","0000-0002-7838-6893","WOS:000463777600006",72,"J","2019","NATURE PUBLISHING GROUP"
"410",410,408,"Huber, George W.",5,"Univ Wisconsin, Madison, WI 53706 USA.","univ wisconsin",NA,"53706","madison","wi","usa",NA,"D-2569-2018","0000-0002-7838-6893","WOS:000463777600006",72,"J","2019","NATURE PUBLISHING GROUP"
"411",411,408,"Huber, George W.",5,"Univ Wisconsin, Madison, WI 53706 USA.","univ wisconsin",NA,"53706","madison","wi","usa",NA,"D-2569-2018","0000-0002-7838-6893","WOS:000463777600006",72,"J","2019","NATURE PUBLISHING GROUP"
"412",412,412,"Kumbhalkar, Mrunmayi D.",2,"Univ Wisconsin, Madison, WI 53706 USA.","univ wisconsin",NA,"53706","madison","wi","usa",NA,NA,NA,"WOS:000463777600006",72,"J","2019","NATURE PUBLISHING GROUP"
"413",413,413,"Anjos, Luiz C. A.",3,"Fed Inst Educ Sci & Technol, Dept Chem Engn & Chem, BR-50740540 Recife, PE, Brazil.","fed inst educ sci & technol","fed inst educ sci & technol","50740540"," recife","pe","brazil",NA,"D-5116-2018","0000-0001-7202-7497","WOS:000351653200053",73,"J","2015","AMER CHEMICAL SOC"
