"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU"
"1",1,1,"Alonso, David Martin",1,"Univ Wisconsin, Dept Chem & Biol Engn, Madison, WI 53706 USA.","univ wisconsin","dept chem & biol engn","53706","madison","wi","usa",NA,"AAC-3364-2019","0000-0002-8937-7407","WOS:000281613900001",1,"J","2010","ROYAL SOC CHEMISTRY"
"2",2,2,"Bond, Jesse Q.",2,"Univ Wisconsin, Dept Chem & Biol Engn, Madison, WI 53706 USA.","univ wisconsin","dept chem & biol engn","53706","madison","wi","usa",NA,NA,"0000-0002-8883-4151","WOS:000281613900001",1,"J","2010","ROYAL SOC CHEMISTRY"
"3",3,3,"Dumesic, James A.",3,"Univ Wisconsin, Dept Chem & Biol Engn, Madison, WI 53706 USA.","univ wisconsin","dept chem & biol engn","53706","madison","wi","usa",NA,NA,NA,"WOS:000281613900001",1,"J","2010","ROYAL SOC CHEMISTRY"
"4",4,4,"Mabee, Warren",2,"Queens Univ, Queens Inst Energy & Environm Policy, Kingston, ON, Canada.","queens univ","queens inst energy & environm policy",NA,"kingston","on","canada",NA,NA,NA,"WOS:000274271400004",2,"J","2010","ELSEVIER SCI LTD"
"5",5,473,"Saddler, Jack N.",3,"Univ British Columbia, Fac Forestry, Vancouver, BC V6T 1W5, Canada.","univ british columbia","fac forestry"," v6t 1w5","bc",NA,"canada",NA,"A-9103-2013",NA,"WOS:000274271400004",2,"J","2010","ELSEVIER SCI LTD"
"6",6,6,"Sims, Ralph E. H.",1,"Massey Univ, Energy Res Ctr, Palmerston North, New Zealand.","massey univ",NA,NA,"energy res ctr","palmerston north","new zealand",NA,NA,NA,"WOS:000274271400004",2,"J","2010","ELSEVIER SCI LTD"
"7",7,7,"Taylor, Michael",4,"Int Energy Agcy, Energy Technol Policy Div, Paris, France.","int energy agcy",NA,NA,"energy technol policy div","paris","france",NA,NA,"0000-0003-0940-3431","WOS:000274271400004",2,"J","2010","ELSEVIER SCI LTD"
"8",8,8,"Chapman, Lee",1,"Univ Birmingham, Sch Geog Earth & Environm Sci, Birmingham B15 2TT, W Midlands, England.","univ birmingham","sch geog earth & environm sci","b15 2tt","birmingham ","w midlands","england",NA,"AAE-8287-2020","0000-0002-2837-8334","WOS:000249413200004",3,"J","2007","ELSEVIER SCI LTD"
"9",9,8,"Chapman, Lee",1,"Univ Birmingham, Sch Geog Earth & Environm Sci, Birmingham B15 2TT, W Midlands, England.","univ birmingham","sch geog earth & environm sci","b15 2tt","birmingham ","w midlands","england",NA,"AAE-8287-2020","0000-0002-2837-8334","WOS:000249413200004",3,"J","2007","ELSEVIER SCI LTD"
"10",10,8,"Chapman, Lee",1,"Univ Birmingham, Sch Geog Earth & Environm Sci, Birmingham B15 2TT, W Midlands, England.","univ birmingham","sch geog earth & environm sci","b15 2tt","birmingham ","w midlands","england",NA,"E-8037-2010","0000-0002-2837-8334","WOS:000249413200004",3,"J","2007","ELSEVIER SCI LTD"
"11",11,8,"Chapman, Lee",1,"Univ Birmingham, Sch Geog Earth & Environm Sci, Birmingham B15 2TT, W Midlands, England.","univ birmingham","sch geog earth & environm sci","b15 2tt","birmingham ","w midlands","england",NA,"E-8037-2010","0000-0002-2837-8334","WOS:000249413200004",3,"J","2007","ELSEVIER SCI LTD"
"12",12,8,"Chapman, Lee",1,"Univ Birmingham, Sch Geog Earth & Environm Sci, Birmingham B15 2TT, W Midlands, England.","univ birmingham","sch geog earth & environm sci","b15 2tt","birmingham ","w midlands","england",NA,"F-4674-2014","0000-0002-2837-8334","WOS:000249413200004",3,"J","2007","ELSEVIER SCI LTD"
"13",13,8,"Chapman, Lee",1,"Univ Birmingham, Sch Geog Earth & Environm Sci, Birmingham B15 2TT, W Midlands, England.","univ birmingham","sch geog earth & environm sci","b15 2tt","birmingham ","w midlands","england",NA,"F-4674-2014","0000-0002-2837-8334","WOS:000249413200004",3,"J","2007","ELSEVIER SCI LTD"
"14",14,14,"Chisti, Yusuf",1,"Massey Univ, Sch Engn, Palmerston North, New Zealand.","massey univ",NA,NA,"sch engn","palmerston north","new zealand",NA,NA,"0000-0002-0826-7012","WOS:000324040300002",4,"J","2013","ELSEVIER"
"15",15,6340,"Battin-Leclerc, F.",1,"Nancy Univ, Dept Chim Phys React, CNRS, ENSIC, F-54001 Nancy, France.","nancy univ","dept chim phys react","54001"," nancy",NA,"france",NA,NA,NA,"WOS:000257673700002",5,"J","2008","PERGAMON-ELSEVIER SCIENCE LTD"
"16",16,16,"Curran, Henry J.",11,"NUI Galway, Combust Chem Ctr, Sch Chem, Galway, Ireland.","nui galway","combust chem ctr",NA,"sch chem","galway","ireland",NA,"O-2428-2017","0000-0002-5124-8562","WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"17",17,17,"Fernandes, Ravi X.",10,"Rhein Westfal TH Aachen, D-52056 Aachen, Germany.","rhein westfal th aachen",NA,"52056"," aachen",NA,"germany",NA,NA,NA,"WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"18",18,18,"Kohse-Hoeinghaus, Katharina",9,"Univ Bielefeld, Dept Chem, D-33615 Bielefeld, Germany.","univ bielefeld","dept chem","33615"," bielefeld",NA,"germany",NA,"A-3867-2012",NA,"WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"19",19,19,"Mehl, Marco",4,"Lawrence Livermore Natl Lab, Phys & Life Sci Directorate, Livermore, CA 94550 USA.","lawrence livermore natl lab","phys & life sci directorate","94550","livermore","ca","usa",NA,"A-8506-2009","0000-0002-2227-5035","WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"20",20,19,"Mehl, Marco",4,"Lawrence Livermore Natl Lab, Phys & Life Sci Directorate, Livermore, CA 94550 USA.","lawrence livermore natl lab","phys & life sci directorate","94550","livermore","ca","usa",NA,"A-8506-2009","0000-0002-2227-5035","WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"21",21,19,"Mehl, Marco",4,"Lawrence Livermore Natl Lab, Phys & Life Sci Directorate, Livermore, CA 94550 USA.","lawrence livermore natl lab","phys & life sci directorate","94550","livermore","ca","usa",NA,"A-7968-2019","0000-0002-2227-5035","WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"22",22,19,"Mehl, Marco",4,"Lawrence Livermore Natl Lab, Phys & Life Sci Directorate, Livermore, CA 94550 USA.","lawrence livermore natl lab","phys & life sci directorate","94550","livermore","ca","usa",NA,"A-7968-2019","0000-0002-2227-5035","WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"23",23,23,"Metcalfe, Wayne K.",6,"NUI Galway, Combust Chem Ctr, Sch Chem, Galway, Ireland.","nui galway","combust chem ctr",NA,"sch chem","galway","ireland",NA,NA,NA,"WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"24",24,24,"Osswald, Patrick",5,"Univ Bielefeld, Dept Chem, D-33615 Bielefeld, Germany.","univ bielefeld","dept chem","33615"," bielefeld",NA,"germany",NA,"N-3377-2013","0000-0002-2257-2988","WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"25",25,25,"Pitz, William J.",8,"Lawrence Livermore Natl Lab, Phys & Life Sci Directorate, Livermore, CA 94550 USA.","lawrence livermore natl lab","phys & life sci directorate","94550","livermore","ca","usa",NA,"F-9763-2011","0000-0003-4238-4500","WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"26",26,26,"Sarathy, S. Mani",1,"Lawrence Livermore Natl Lab, Phys & Life Sci Directorate, Livermore, CA 94550 USA.","lawrence livermore natl lab","phys & life sci directorate","94550","livermore","ca","usa",NA,"M-5639-2015","0000-0002-3975-6206","WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"27",27,27,"Vranckx, Stijn",2,"Rhein Westfal TH Aachen, D-52056 Aachen, Germany.","rhein westfal th aachen",NA,"52056"," aachen",NA,"germany",NA,"HZH-4984-2023","0000-0002-7203-3691","WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"28",28,28,"Westbrook, Charles K.",7,"Lawrence Livermore Natl Lab, Phys & Life Sci Directorate, Livermore, CA 94550 USA.","lawrence livermore natl lab","phys & life sci directorate","94550","livermore","ca","usa",NA,NA,NA,"WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"29",29,914,"Yasunaga, Kenji",3,"Natl Def Acad, Dept Appl Chem, Yokosuka, Kanagawa 2398686, Japan.","natl def acad","dept appl chem"," 23986","kanagawa",NA,"japan",NA,NA,NA,"WOS:000303424600002",6,"J","2012","ELSEVIER SCIENCE INC"
"30",30,30,"Bais, A.",9,"Aristotle Univ Thessaloniki, Lab Atmospher Phys, GR-54006 Thessaloniki, Greece.","aristotle univ thessaloniki","lab atmospher phys","54006"," thessaloniki",NA,"greece",NA,"D-2230-2009","0000-0003-3899-2001","WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"31",31,31,"Berntsen, T.",10,"Univ Oslo, Dept Geosci, N-0315 Oslo, Norway.","univ oslo","dept geosci","0315"," oslo",NA,"norway",NA,NA,"0000-0001-5971-5930","WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"32",32,32,"Gierens, K.",4,"Deutsch Zentrum Luft & Raumfahrt DLR, Inst Phys Atmosphare, D-82234 Oberpfaffenhofen, Wessling, Germany.","deutsch zentrum luft & raumfahrt dlr","inst phys atmosphare","82234"," oberpfaffenhofen","wessling","germany",NA,NA,NA,"WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"33",33,33,"Grewe, V.",3,"Deutsch Zentrum Luft & Raumfahrt DLR, Inst Phys Atmosphare, D-82234 Oberpfaffenhofen, Wessling, Germany.","deutsch zentrum luft & raumfahrt dlr","inst phys atmosphare","82234"," oberpfaffenhofen","wessling","germany",NA,"A-6147-2011","0000-0002-8012-6783","WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"34",34,34,"Iachetti, D.",11,"Univ Aquila, Dipartimento Fis, I-67100 Laquila, Italy.","univ aquila","dipartimento fis","67100"," laquila",NA,"italy",NA,NA,NA,"WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"35",35,35,"Lee, D. S.",1,"Manchester Metropolitan Univ, Dept Environm & Geog Sci, Dalton Res Inst, Manchester M1 5GD, Lancs, England.","manchester metropolitan univ","dept environm & geog sci","m1 5gd","manchester ","lancs","england",NA,"ABC-4683-2021","0000-0002-5984-8861","WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"36",36,36,"Lim, L. L.",12,"Manchester Metropolitan Univ, Dept Environm & Geog Sci, Dalton Res Inst, Manchester M1 5GD, Lancs, England.","manchester metropolitan univ","dept environm & geog sci","m1 5gd","manchester ","lancs","england",NA,NA,"0000-0002-6435-9683","WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"37",37,3492,"Penner, J. E.",5,"Univ Michigan, Dept Atmospher Ocean & Space Sci, Ann Arbor, MI 48109 USA.","univ michigan","dept atmospher ocean & space sci","48109","ann arbor","mi","usa",NA,"J-1719-2012",NA,"WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"38",38,38,"Petzold, A.",6,"Deutsch Zentrum Luft & Raumfahrt DLR, Inst Phys Atmosphare, D-82234 Oberpfaffenhofen, Wessling, Germany.","deutsch zentrum luft & raumfahrt dlr","inst phys atmosphare","82234"," oberpfaffenhofen","wessling","germany",NA,"J-2347-2012","0000-0002-2504-1680","WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"39",39,39,"Pitari, G.",2,"Univ Aquila, Dipartimento Fis, I-67100 Laquila, Italy.","univ aquila","dipartimento fis","67100"," laquila",NA,"italy",NA,"O-7458-2016","0000-0001-7051-9578","WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"40",40,40,"Prather, M. J.",7,"Univ Calif Irvine, Dept Earth Syst Sci, Irvine, CA 92697 USA.","univ calif irvine","dept earth syst sci","92697","irvine","ca","usa",NA,NA,NA,"WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"41",41,64,"Sausen, R.",13,"Deutsch Zentrum Luft & Raumfahrt DLR, Inst Phys Atmosphare, D-82234 Oberpfaffenhofen, Wessling, Germany.","deutsch zentrum luft & raumfahrt dlr","inst phys atmosphare","82234"," oberpfaffenhofen","wessling","germany",NA,NA,NA,"WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"42",42,3921,"Schumann, U.",8,"Deutsch Zentrum Luft & Raumfahrt DLR, Inst Phys Atmosphare, D-82234 Oberpfaffenhofen, Wessling, Germany.","deutsch zentrum luft & raumfahrt dlr","inst phys atmosphare","82234"," oberpfaffenhofen","wessling","germany",NA,NA,"0000-0001-5255-6869","WOS:000284389300004",7,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"43",43,260,"Chen, Shulin",3,"Washington State Univ, Dept Biol Syst Engn, Richland, WA 99354 USA.","washington state univ","dept biol syst engn","99354","richland","wa","usa",NA,NA,NA,"WOS:000381328300002",8,"J","2016","ROYAL SOC CHEMISTRY"
"44",44,44,"Lei, Hanwu",2,"Washington State Univ, Dept Biol Syst Engn, Richland, WA 99354 USA.","washington state univ","dept biol syst engn","99354","richland","wa","usa",NA,"S-1122-2019",NA,"WOS:000381328300002",8,"J","2016","ROYAL SOC CHEMISTRY"
"45",45,263,"Wu, Joan",4,"Washington State Univ, Dept Biol Syst Engn, Richland, WA 99354 USA.","washington state univ","dept biol syst engn","99354","richland","wa","usa",NA,NA,NA,"WOS:000381328300002",8,"J","2016","ROYAL SOC CHEMISTRY"
"46",46,264,"Zhang, Xuesong",1,"Washington State Univ, Dept Biol Syst Engn, Richland, WA 99354 USA.","washington state univ","dept biol syst engn","99354","richland","wa","usa",NA,NA,NA,"WOS:000381328300002",8,"J","2016","ROYAL SOC CHEMISTRY"
"47",47,47,"Tao, Ling",2,"Natl Renewable Energy Lab, Golden, CO 80401 USA.","natl renewable energy lab",NA,"80401","golden","co","usa",NA,"L-3679-2013","0000-0003-1063-1984","WOS:000367758100056",9,"J","2016","PERGAMON-ELSEVIER SCIENCE LTD"
"48",48,48,"Wang, Wei-Cheng",1,"Natl Cheng Kung Univ, Dept Aeronaut & Astronaut, Tainan 70101, Taiwan.","natl cheng kung univ","dept aeronaut & astronaut"," 70101","tainan",NA,"taiwan",NA,NA,"0000-0002-7277-3702","WOS:000367758100056",9,"J","2016","PERGAMON-ELSEVIER SCIENCE LTD"
"49",49,49,"Ge, Xumeng",2,"Ohio State Univ, Ohio Agr Res & Dev Ctr, Dept Food Agr & Biol Engn, Wooster, OH 44691 USA.","ohio state univ","dept food agr & biol engn","44691","wooster","oh","usa",NA,NA,NA,"WOS:000345473600089",10,"J","2014","PERGAMON-ELSEVIER SCIENCE LTD"
"50",50,50,"Li, Yebo",5,"Ohio State Univ, Ohio Agr Res & Dev Ctr, Dept Food Agr & Biol Engn, Wooster, OH 44691 USA.","ohio state univ","dept food agr & biol engn","44691","wooster","oh","usa",NA,"B-7889-2012",NA,"WOS:000345473600089",10,"J","2014","PERGAMON-ELSEVIER SCIENCE LTD"
"51",51,51,"Wan, Caixia",3,"Univ Missouri, Dept Bioengn, Columbia, MO 65211 USA.","univ missouri","dept bioengn","65211","columbia","mo","usa",NA,NA,NA,"WOS:000345473600089",10,"J","2014","PERGAMON-ELSEVIER SCIENCE LTD"
"52",52,52,"Yang, Liangcheng",1,"Ohio State Univ, Ohio Agr Res & Dev Ctr, Dept Food Agr & Biol Engn, Wooster, OH 44691 USA.","ohio state univ","dept food agr & biol engn","44691","wooster","oh","usa",NA,NA,NA,"WOS:000345473600089",10,"J","2014","PERGAMON-ELSEVIER SCIENCE LTD"
"53",53,53,"Yu, Fei",4,"Mississippi State Univ, Dept Agr & Biol Engn, Mississippi State, MS 39762 USA.","mississippi state univ","dept agr & biol engn","39762","mississippi state","ms","usa",NA,NA,"0000-0001-5595-6147","WOS:000345473600089",10,"J","2014","PERGAMON-ELSEVIER SCIENCE LTD"
"54",54,54,"Bouwman, AF",9,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"F-1444-2015","0000-0002-2045-1859","WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"55",55,54,"Bouwman, AF",9,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"B-7053-2012","0000-0002-2045-1859","WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"56",56,56,"Dentener, FJ",8,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"57",57,57,"GallardoKlenner, L",6,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"V-8977-2019","0000-0001-7605-3721","WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"58",58,57,"GallardoKlenner, L",6,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"H-4370-2013","0000-0001-7605-3721","WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"59",59,59,"Grobler, E",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"60",60,60,"Kohler, I",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"61",61,35,"Lee, D. S.",1,"DEUTSCH FORSCH ANSTALT LUFT & RAUMFAHRT EV, INST PHYS ATMOSPHARE, D-82234 WESSELING, GERMANY.","deutsch forsch anstalt luft & raumfahrt ev","inst phys atmosphare","82234"," wesseling",NA,"germany",NA,"ABC-4683-2021","0000-0002-5984-8861","WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"62",62,62,"Olivier, JGJ",7,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"63",63,63,"Rohrer, F",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"I-2052-2012","0000-0003-3436-3419","WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"64",64,64,"Sausen, R.",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:A1997WU83500002",11,"J","1997","PERGAMON-ELSEVIER SCIENCE LTD"
"65",65,65,"Li, Hu",1,"Guizhou Univ, State Key Lab Breeding Base Green Pesticide & Agr, State Local Joint Engn Lab Comprehens Utilizat Bi, Minist Educ,Ctr R&D Fine Chem, Guiyang 550025, Guizhou, Peoples R China.","guizhou univ","state key lab breeding base green pesticide & agr"," 55002","guiyang","guizhou","peoples r china",NA,"C-7451-2016","0000-0003-3604-9271","WOS:000419751100021",12,"J","2018","AMER CHEMICAL SOC"
"66",66,65,"Li, Hu",1,"Guizhou Univ, State Key Lab Breeding Base Green Pesticide & Agr, State Local Joint Engn Lab Comprehens Utilizat Bi, Minist Educ,Ctr R&D Fine Chem, Guiyang 550025, Guizhou, Peoples R China.","guizhou univ","state key lab breeding base green pesticide & agr"," 55002","guiyang","guizhou","peoples r china",NA,"C-7451-2016","0000-0003-3604-9271","WOS:000419751100021",12,"J","2018","AMER CHEMICAL SOC"
"67",67,65,"Li, Hu",1,"Guizhou Univ, State Key Lab Breeding Base Green Pesticide & Agr, State Local Joint Engn Lab Comprehens Utilizat Bi, Minist Educ,Ctr R&D Fine Chem, Guiyang 550025, Guizhou, Peoples R China.","guizhou univ","state key lab breeding base green pesticide & agr"," 55002","guiyang","guizhou","peoples r china",NA,"Y-5303-2019","0000-0003-3604-9271","WOS:000419751100021",12,"J","2018","AMER CHEMICAL SOC"
"68",68,65,"Li, Hu",1,"Guizhou Univ, State Key Lab Breeding Base Green Pesticide & Agr, State Local Joint Engn Lab Comprehens Utilizat Bi, Minist Educ,Ctr R&D Fine Chem, Guiyang 550025, Guizhou, Peoples R China.","guizhou univ","state key lab breeding base green pesticide & agr"," 55002","guiyang","guizhou","peoples r china",NA,"Y-5303-2019","0000-0003-3604-9271","WOS:000419751100021",12,"J","2018","AMER CHEMICAL SOC"
"69",69,69,"Luque, Rafael",7,"Univ Cordoba, Dept Quim Organ, Campus Rabanales, E-14014 Cordoba, Spain.","univ cordoba","dept quim organ","14014"," cordoba",NA,"spain",NA,"F-9853-2010","0000-0003-4190-1916","WOS:000419751100021",12,"J","2018","AMER CHEMICAL SOC"
"70",70,70,"Pandey, Ashok",4,"CSIR, Indian Inst Toxicol Res, Lucknow 226001, Uttar Pradesh, India.","csir","indian inst toxicol res"," 22600","lucknow","uttar pradesh","india",NA,"AAC-6340-2019","0000-0003-1626-3529","WOS:000419751100021",12,"J","2018","AMER CHEMICAL SOC"
"71",71,71,"Riisager, Anders",2,"Tech Univ Denmark, Dept Chem, Ctr Catalysis & Sustainable Chem, DK-2800 Lyngby, Denmark.","tech univ denmark","dept chem","2800"," lyngby",NA,"denmark",NA,NA,"0000-0002-7086-1143","WOS:000419751100021",12,"J","2018","AMER CHEMICAL SOC"
"72",72,72,"Sangwan, Rajender S.",5,"CIAB, Lab Bioprod Chem, Mohali 140306, Punjab, India.","ciab","lab bioprod chem"," 14030","mohali","punjab","india",NA,NA,NA,"WOS:000419751100021",12,"J","2018","AMER CHEMICAL SOC"
"73",73,73,"Saravanamurugan, Shunmugavel",3,"CIAB, Lab Bioprod Chem, Mohali 140306, Punjab, India.","ciab","lab bioprod chem"," 14030","mohali","punjab","india",NA,NA,NA,"WOS:000419751100021",12,"J","2018","AMER CHEMICAL SOC"
"74",74,74,"Yang, Song",6,"Guizhou Univ, State Key Lab Breeding Base Green Pesticide & Agr, State Local Joint Engn Lab Comprehens Utilizat Bi, Minist Educ,Ctr R&D Fine Chem, Guiyang 550025, Guizhou, Peoples R China.","guizhou univ","state key lab breeding base green pesticide & agr"," 55002","guiyang","guizhou","peoples r china",NA,"H-2765-2013","0000-0003-1301-3030","WOS:000419751100021",12,"J","2018","AMER CHEMICAL SOC"
"75",75,75,"Banister, David",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000249727900031",13,"J","2007","ELSEVIER SCIENCE INC"
"76",76,76,"Edwards, Phil",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-4431-8822","WOS:000249727900031",13,"J","2007","ELSEVIER SCIENCE INC"
"77",77,77,"Prentice, Andrew M.",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"AAG-1961-2019",NA,"WOS:000249727900031",13,"J","2007","ELSEVIER SCIENCE INC"
"78",78,78,"Roberts, Ian",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000249727900031",13,"J","2007","ELSEVIER SCIENCE INC"
"79",79,79,"Woodcock, James",1,"London Sch Hyg & Trop Med, London WC1E 5HT, England.","london sch hyg & trop med",NA,NA,"london wce ht",NA,"england",NA,"AAH-6753-2021","0000-0003-4769-5375","WOS:000249727900031",13,"J","2007","ELSEVIER SCIENCE INC"
"80",80,80,"Binitha, Narayanan N.",3,"Sree Neelakanta Govt Sanskrit Coll Pattambi, Deparment Chem, Pattambi, Kerala, India.","sree neelakanta govt sanskrit coll pattambi","deparment chem",NA,"pattambi","kerala","india",NA,NA,NA,"WOS:000348084800093",14,"J","2015","PERGAMON-ELSEVIER SCIENCE LTD"
"81",81,81,"Hari, Thushara Kandaramath",1,"Univ Kebangsaan Malaysia, Fac Engn & Built Environm, Dept Chem & Proc Engn, Bangi 43600, Malaysia.","univ kebangsaan malaysia","fac engn & built environm"," 43600","bangi",NA,"malaysia",NA,NA,NA,"WOS:000348084800093",14,"J","2015","PERGAMON-ELSEVIER SCIENCE LTD"
"82",82,82,"Yaakob, Zahira",2,"Univ Kebangsaan Malaysia, Fac Engn & Built Environm, Dept Chem & Proc Engn, Bangi 43600, Malaysia.","univ kebangsaan malaysia","fac engn & built environm"," 43600","bangi",NA,"malaysia",NA,NA,"0000-0002-8259-1785","WOS:000348084800093",14,"J","2015","PERGAMON-ELSEVIER SCIENCE LTD"
"83",83,83,"Cattolica, Robert",7,"Univ Calif San Diego, Dept Mech & Aerosp Engn, La Jolla, CA 92093 USA.","univ calif san diego","dept mech & aerosp engn","92093","la jolla","ca","usa",NA,NA,NA,"WOS:000282717200013",15,"J","2010","ELSEVIER SCIENCE INC"
"84",84,84,"Faravelli, Tiziano",3,"Politecn Milan, Dipartimento Chim Mat & Ingn Chim, I-20133 Milan, Italy.","politecn milan","dipartimento chim mat & ingn chim","20133"," milan",NA,"italy",NA,"L-2310-2013","0000-0001-8382-7342","WOS:000282717200013",15,"J","2010","ELSEVIER SCIENCE INC"
"85",85,85,"Frassoldati, Alessio",2,"Politecn Milan, Dipartimento Chim Mat & Ingn Chim, I-20133 Milan, Italy.","politecn milan","dipartimento chim mat & ingn chim","20133"," milan",NA,"italy",NA,"F-6688-2013","0000-0003-0264-438X","WOS:000282717200013",15,"J","2010","ELSEVIER SCIENCE INC"
"86",86,1228,"Grana, Roberto",1,"Politecn Milan, Dipartimento Chim Mat & Ingn Chim, I-20133 Milan, Italy.","politecn milan","dipartimento chim mat & ingn chim","20133"," milan",NA,"italy",NA,NA,NA,"WOS:000282717200013",15,"J","2010","ELSEVIER SCIENCE INC"
"87",87,87,"Niemann, Ulrich",4,"Univ Calif San Diego, Dept Mech & Aerosp Engn, La Jolla, CA 92093 USA.","univ calif san diego","dept mech & aerosp engn","92093","la jolla","ca","usa",NA,"E-4737-2015","0000-0001-9268-5040","WOS:000282717200013",15,"J","2010","ELSEVIER SCIENCE INC"
"88",88,88,"Ranzi, Eliseo",5,"Politecn Milan, Dipartimento Chim Mat & Ingn Chim, I-20133 Milan, Italy.","politecn milan","dipartimento chim mat & ingn chim","20133"," milan",NA,"italy",NA,"L-2366-2013","0000-0002-1395-6074","WOS:000282717200013",15,"J","2010","ELSEVIER SCIENCE INC"
"89",89,3412,"Seiser, Reinhard",6,"Univ Calif San Diego, Dept Mech & Aerosp Engn, La Jolla, CA 92093 USA.","univ calif san diego","dept mech & aerosp engn","92093","la jolla","ca","usa",NA,NA,NA,"WOS:000282717200013",15,"J","2010","ELSEVIER SCIENCE INC"
"90",90,90,"Seshadri, Kalyanasundaram",8,"Univ Calif San Diego, Dept Mech & Aerosp Engn, La Jolla, CA 92093 USA.","univ calif san diego","dept mech & aerosp engn","92093","la jolla","ca","usa",NA,NA,NA,"WOS:000282717200013",15,"J","2010","ELSEVIER SCIENCE INC"
"91",91,91,"Gupta, K. K.",1,"Medi Caps Inst Technol & Management, Dept Mech Engn, Indore, Madhya Pradesh, India.","medi caps inst technol & management","medi caps inst technol & management",NA,"indore","madhya pradesh","india",NA,NA,"0000-0003-1419-7951","WOS:000282853500038",16,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
"92",92,92,"Rehman, A.",2,"MANIT, Dept Mech Engn, Bhopal, MP, India.","manit","dept mech engn",NA,"bhopal","mp","india",NA,NA,NA,"WOS:000282853500038",16,"J","2010","PERGAMON-ELSEVIER SCIENCE LTD"
